cluster_id	rm_classification	repeat_class	repeat_subclass	repeat_order	repeat_superfamily	repeat_family	average	median	minimum	maximum	standard_deviation	iqr	num_alignments	species	mean_insertion_length	insertion_count	total_genome_bp_cluster	total_genome_percent_cluster
Cluster715	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	19.3954006968641	19.61	5.7	36.34	6.67290171019966	9.75	287	nigoni	189.87	231	43205	0.0366668
Cluster716	SINE_q	I	NA	SINE	NA	NA	0.745	0.06	0	3.67	1.0286841966661	1.2	18	nigoni	83	18	1494	0.00126791
Cluster717	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	33.252	31.48	23.01	47.15	9.81908193264523	12.86	5	nigoni	120.2	5	601	0.000510051
Cluster719	RC-Helitron	II	2	Helitron	Helitron	NA	11.6118811881188	11.62	1.16	31.99	4.66224343599305	6.1075	202	nigoni	197.145	166	31442	0.0266839
Cluster71	Satellite	Satellite	NA	NA	NA	NA	24.5589981447124	25.08	0	38.91	5.62303782530003	7.7	539	nigoni	270.574	310	77559	0.065822
Cluster720	DNA-hAT	II	1	TIR	hAT	NA	15.7032432432432	15.75	4.07	26.86	5.08904327073482	6.14	37	nigoni	121.174	23	2359	0.00200201
Cluster721	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	8.52733333333333	8.4	2.67	15.36	3.27242912542845	4.665	15	nigoni	169.231	13	2192	0.00186028
Cluster722	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	27.6996040515654	27.895	4.61	43.51	6.65125444872603	8.4625	1086	nigoni	122.914	828	73274	0.0621855
Cluster723	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	23.1264	24.55	8.68	35.64	6.09403480831033	7.1325	50	nigoni	214.089	45	8901	0.00755401
Cluster724	LTR-DIRS	I	NA	DIRS	DIRS	NA	21.0035294117647	25.51	3.1	39.53	11.5953314642017	18.92	17	nigoni	670.235	17	11394	0.00966975
Cluster725	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	13.6184615384615	11.88	4.84	36.97	4.69593039690851	3.895	52	nigoni	940.511	47	44161	0.0374781
Cluster726	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	29.11	29.465	26.03	31.48	2.63523559984049	3.845	4	nigoni	85.5	4	155	0.000131544
Cluster727	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	25.9357627118644	23.81	4.81	41.29	7.31296939628489	9.325	59	nigoni	406.961	51	20384	0.0172993
Cluster729	DNA	II	NA	NA	NA	NA	7.685	6.05	5.81	12.83	3.43699966055667	2.1	4	nigoni	585	4	2335	0.00198164
Cluster72	DNA-hAT-Ac	II	1	TIR	hAT	Ac	15.2407904411765	15.395	3.07	27.98	4.08827613648576	5.1225	544	nigoni	234.717	279	55580	0.0471691
Cluster730	DNA	II	NA	NA	NA	NA	14.9786842105263	14.115	4.16	30.36	5.04382191689784	6.9125	190	nigoni	121.515	165	19921	0.0169064
Cluster731	DNA-hAT-Ac	II	1	TIR	hAT	Ac	21.5298148148148	21.25	10.87	34.13	4.76364039116936	6.315	54	nigoni	189.653	49	9040	0.00767198
Cluster732	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.0224657534247	17.61	6.38	35.96	8.20210589164994	14.76	73	nigoni	446.095	63	27534	0.0233673
Cluster733	DNA-hAT	II	1	TIR	hAT	NA	12.309685138539	11.15	0	32.72	5.06139631797615	5.8175	794	nigoni	262.604	614	147822	0.125452
Cluster734	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.1641176470588	15.45	8.24	27.62	5.82901906286934	9.05	17	nigoni	54.125	16	539	0.000457433
Cluster737	RC-Helitron	II	2	Helitron	Helitron	NA	33.4954748603352	34.06	6.68	52.68	10.7331709490511	15.89	179	nigoni	188.139	108	16789	0.0142483
Cluster738	LINE-CR1	I	NA	LINE	Jockey	CR1	10.9	10.9	10.9	10.9	NA	0	1	nigoni	41	1	41	3.47955e-05
Cluster740	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	9.09	9.09	6.99	11.19	2.9698484809835	2.1	2	nigoni	51	1	51	4.32822e-05
Cluster741	RC-Helitron	II	2	Helitron	Helitron	NA	15.09	15.09	15.09	15.09	NA	0	1	nigoni	51	1	51	4.32822e-05
Cluster743	DNA-MuLE-MuDR	II	1	TIR	Mutator	MuDR	17.0633333333333	14.5	7.45	29.24	11.1188593539685	10.895	3	nigoni	70	3	210	0.000178221
Cluster744	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	19.7763636363636	22.95	0	25.97	7.57572661638696	1.6875	22	nigoni	58.8571	21	1186	0.00100652
Cluster748	DNA	II	NA	NA	NA	NA	14.77	14.77	14.77	14.77	NA	0	1	nigoni	73	1	73	6.19529e-05
Cluster74	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	20.0087777777778	21.94	0	38	8.07009921197525	11.355	180	nigoni	291.626	139	36971	0.0313762
Cluster750	DNA	II	NA	NA	NA	NA	13.8481967213115	13.43	3.22	32.94	5.29547629234496	7.3675	244	nigoni	149.373	228	32930	0.0279467
Cluster752	RC-Helitron	II	2	Helitron	Helitron	NA	15.1822077922078	14.31	3.08	31.16	6.58586019977036	9.87	154	nigoni	129.818	110	11796	0.0100109
Cluster753	Unknown	NA	NA	NA	NA	NA	16.7961247216036	16.11	5.82	33.17	5.91789406939265	7.3	449	nigoni	133.884	328	29096	0.0246929
Cluster754	Unknown	NA	NA	NA	NA	NA	10.8440226171244	10.38	2.26	33.15	3.50949696263915	4.435	1238	nigoni	145.843	889	116126	0.0985527
Cluster756	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	9.570875	5.065	0	27.77	8.11125849757958	13.075	80	nigoni	313.912	68	21086	0.0178951
Cluster757	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.1954545454545	11.76	7.98	32.45	6.35045995570782	6.4175	44	nigoni	805.861	36	28938	0.0245588
Cluster758	DNA-hAT	II	1	TIR	hAT	NA	15.4260888888889	15.17	0	34.33	6.83839010862774	10.28	225	nigoni	130.34	209	27050	0.0229565
Cluster759	DNA-hAT-Ac	II	1	TIR	hAT	Ac	14.75859375	15.51	1.44	25.2	6.28200222535183	7.575	64	nigoni	251.075	40	9667	0.00820409
Cluster760	Unknown	NA	NA	NA	NA	NA	10.5078212290503	9.45	1.37	33.58	6.11506798508761	8.24	179	nigoni	112.208	144	15303	0.0129872
Cluster761	SINE-ID	I	NA	SINE	tRNA	ID	17.5520689655172	18.17	6.93	23.64	3.58771552793133	4.33	29	nigoni	77.6786	28	1933	0.00164048
Cluster762	Unknown	NA	NA	NA	NA	NA	15.9163768115942	14.53	4.86	34.12	7.17685720399349	12.59	69	nigoni	238.71	62	14637	0.012422
Cluster766	Unknown	NA	NA	NA	NA	NA	14.4105	15.395	1.99	30.26	7.37176489670606	11.93	40	nigoni	92.05	40	3682	0.0031248
Cluster767	Unknown	NA	NA	NA	NA	NA	10.3562857142857	7.97	2.74	25.67	7.10182664394677	10.105	35	nigoni	165.321	28	4164	0.00353386
Cluster768	Satellite	Satellite	NA	NA	NA	NA	25.0506287787183	25.37	3.81	41.21	4.80351353221014	5.835	1654	nigoni	257.67	827	199583	0.16938
Cluster769	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	nigoni	4650	1	4650	0.00394632
Cluster76	LINE-CR1	I	NA	LINE	Jockey	CR1	10.7236363636364	6.36	0	29.61	9.45206089239994	16.39	33	nigoni	214.32	25	5324	0.00451832
Cluster770	LTR-Gypsy	I	NA	LTR	Gypsy	NA	14.54125	15.3	0	21.97	7.41915173722711	7.99	8	nigoni	587.5	8	4700	0.00398875
Cluster772	LINE-CR1	I	NA	LINE	Jockey	CR1	15.3993607305936	12.01	0	42.66	12.3413801791807	22.485	219	nigoni	162.593	162	25152	0.0213457
Cluster773	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	15.07	15.07	0	30.14	21.3121983849625	15.07	2	nigoni	530.5	2	1061	0.000900439
Cluster776	DNA-hAT-Ac	II	1	TIR	hAT	Ac	0	0	0	0	NA	0	1	nigoni	613	1	613	0.000520235
Cluster777	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	nigoni	277	1	277	0.000235082
Cluster779	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	8.42	8.53	5.69	11.04	2.67669572420923	2.675	3	nigoni	749.333	3	2244	0.00190442
Cluster77	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	15.3204761904762	14.63	0	32.66	8.51007380821096	12.62	63	nigoni	401.16	50	20048	0.0170141
Cluster780	LINE-CR1	I	NA	LINE	Jockey	CR1	0	0	0	0	0	0	2	nigoni	155	2	310	0.000263088
Cluster782	DNA-hAT-Ac	II	1	TIR	hAT	Ac	0	0	0	0	NA	0	1	nigoni	1486	1	1486	0.00126112
Cluster783	RC-Helitron	II	2	Helitron	Helitron	NA	8.7	10.61	1.85	13.64	6.12267098577083	5.895	3	nigoni	305.333	3	916	0.000777382
Cluster784	LINE-CR1	I	NA	LINE	Jockey	CR1	9.51833333333333	9.255	0	20.09	10.4427609695265	18.51	6	nigoni	601.25	4	2395	0.00203256
Cluster786	LINE-RTE-X	I	NA	LINE	RTE	X	34.93	34.93	34.93	34.93	0	0	2	nigoni	260	1	259	0.000219806
Cluster787	RC-Helitron	II	2	Helitron	Helitron	NA	6.998	1.07	0.53	19.67	8.72699948435887	11.58	5	nigoni	335.4	5	1663	0.00141134
Cluster788	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	nigoni	412	1	412	0.000349652
Cluster789	DNA-hAT	II	1	TIR	hAT	NA	0	0	0	0	NA	0	1	nigoni	175	1	175	0.000148517
Cluster78	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	16.55	17.14	0	32.96	16.4061817617629	32.65	5	nigoni	665	4	2659	0.00225661
Cluster790	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	0	0	2	nigoni	349	2	698	0.000592372
Cluster793	RC-Helitron	II	2	Helitron	Helitron	NA	8.98	8.98	0	17.96	12.6996377901104	8.98	2	nigoni	618.5	2	1237	0.0010498
Cluster796	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.4933333333333	8	7.45	22.03	8.26357267368862	7.29	3	nigoni	286.333	3	857	0.00072731
Cluster799	Simple_repeat	Simple_repeat	NA	NA	NA	NA	11.1861875	10.225	2.33	29.09	4.88782531570267	6.495	160	nigoni	343.031	32	10856	0.00921316
Cluster7	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	13.0377142857143	10.8	5.26	32.2	6.64674935399176	6.345	35	nigoni	618.533	30	18543	0.0157369
Cluster800	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	14.7389423076923	14.28	7.82	28.21	2.72918806147843	2.1125	208	nigoni	901.032	190	169226	0.143617
Cluster801	DNA	II	NA	NA	NA	NA	17.69	15.9	3.53	31.35	8.80188570705164	15.5675	26	nigoni	138.36	25	3389	0.00287614
Cluster802	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	38.61	38.61	38.61	38.61	NA	0	1	nigoni	154	1	154	0.000130695
Cluster803	DNA	II	NA	NA	NA	NA	15.6941860465116	13.655	2.44	38.43	6.8710986303872	8.2525	86	nigoni	503.986	71	35596	0.0302093
Cluster804	DNA-hAT	II	1	TIR	hAT	NA	23.3905309734513	24.34	0	41.56	7.17251777602367	8.4575	452	nigoni	200.442	321	52186	0.0442887
Cluster805	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.1652875399361	13.815	0	31.12	3.82542262203649	4.5175	626	nigoni	257.251	582	149254	0.126667
Cluster806	DNA-Merlin	II	1	TIR	Merlin	NA	23.22	27.19	6	32.05	7.57221129714243	11.19	113	nigoni	248.556	72	15248	0.0129405
Cluster807	RC-Helitron	II	2	Helitron	Helitron	NA	21.1747727272727	20.885	0	37.59	7.45572554327366	9.58	176	nigoni	245.805	118	25152	0.0213457
Cluster808	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.4628571428571	10.52	8.22	21.88	5.3975880856969	8.07	7	nigoni	145.4	5	724	0.000614437
Cluster809	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	13.0746478873239	12.19	3.73	33.66	6.22589266829285	5.3	71	nigoni	143.714	70	10021	0.00850452
Cluster80	RC-Helitron	II	2	Helitron	Helitron	NA	12.405	12.565	0	23.15	8.11557206856054	8.32	6	nigoni	140.167	6	841	0.000713732
Cluster810	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	24.44	24.44	24.44	24.44	NA	0	1	nigoni	70	1	70	5.94069e-05
Cluster811	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	17.5475	16.2	15.32	22.47	3.30778248982608	1.7875	4	nigoni	66	4	98	8.31697e-05
Cluster812	DNA-TcMar-Pogo	II	1	TIR	Tc1-Mariner	Pogo	24.83	24.83	24.83	24.83	NA	0	1	nigoni	86	1	54	4.58282e-05
Cluster815	DNA	II	NA	NA	NA	NA	18.46	18.46	18.46	18.46	0	0	2	nigoni	54	1	53	4.49795e-05
Cluster816	DNA	II	NA	NA	NA	NA	23.8866666666667	22.63	21.8	27.23	2.92500142450108	2.715	3	nigoni	50.6667	3	152	0.000128998
Cluster817	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	29.884	30.66	6.07	45.1	10.7323851806887	16.02	25	nigoni	163.526	19	2518	0.00213695
Cluster81	DNA-Maverick	II	2	Maverick	Maverick	NA	0	0	0	0	NA	0	1	nigoni	347	1	347	0.000294489
Cluster820	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.5458108108108	15.145	0	33.47	5.83987591507244	3.5275	74	nigoni	501.343	67	33388	0.0283354
Cluster821	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	18.85296	18	7.37	31.31	4.75759528984291	5.82	125	nigoni	244.691	110	26333	0.022348
Cluster822	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	13.6748514851485	9.22	4.9	35.8	8.07148494564183	13.35	101	nigoni	148.207	82	10749	0.00912235
Cluster823	RC-Helitron	II	2	Helitron	Helitron	NA	12.940675944334	12.26	2.7	28.56	4.82095297529419	7.12	503	nigoni	146.863	388	53200	0.0451492
Cluster824	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	13.9056565656566	13.52	2.5	33.39	5.43751448549163	6.6425	198	nigoni	72.474	173	11103	0.00942278
Cluster825	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	14.0778947368421	11.675	3.86	29.68	6.70473659988052	10.37	114	nigoni	885.637	91	79712	0.0676492
Cluster827	RC-Helitron	II	2	Helitron	Helitron	NA	29.0652960128876	29.53	0.65	63.27	6.33408970954802	7.745	2483	nigoni	164.161	1736	210486	0.178633
Cluster828	DNA-Maverick	II	2	Maverick	Maverick	NA	11.7592561983471	10.2	3.44	27.19	5.22251011891301	7.51	121	nigoni	353.788	113	39921	0.0338798
Cluster829	DNA	II	NA	NA	NA	NA	15.2508219178082	14.355	5.2	35.76	5.75894895904588	9.2625	146	nigoni	150.848	138	20584	0.017469
Cluster82	LTR-Gypsy	I	NA	LTR	Gypsy	NA	0	0	0	0	NA	0	1	nigoni	656	1	656	0.000556728
Cluster833	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	8.52466666666667	2.425	0.03	28.39	9.520467147816	14.58	30	nigoni	293.731	26	7619	0.00646602
Cluster835	Unknown	NA	NA	NA	NA	NA	11.4703614457831	11.19	2.04	23.64	3.92612247295494	5.13	83	nigoni	49.9277	83	4144	0.00351689
Cluster836	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	10.3366666666667	9.54	0.26	22	4.83097243488996	6.615	51	nigoni	54.28	50	2477	0.00210216
Cluster838	Unknown	NA	NA	NA	NA	NA	15.1038775510204	14.66	3.57	28.64	6.80357253468307	10.71	49	nigoni	139.089	45	6259	0.00531183
Cluster83	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	10.045	10.045	6.98	13.11	3.53915715013241	6.13	4	nigoni	105	2	208	0.000176523
Cluster842	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	5.84666666666667	4.94	3.81	10.07	2.22419123878021	1.08	6	nigoni	64.8333	6	384	0.000325889
Cluster844	Unknown	NA	NA	NA	NA	NA	14.6871212121212	14.515	5.09	26.6	5.11938060110085	7.255	66	nigoni	65.7385	65	4256	0.00361194
Cluster845	Unknown	NA	NA	NA	NA	NA	13.0846043165468	12.07	0	30.6	6.06820464652892	8.005	139	nigoni	120.629	124	14444	0.0122582
Cluster846	Unknown	NA	NA	NA	NA	NA	9.0236170212766	8.06	0.2	24.28	6.55388946103991	6.315	47	nigoni	196.85	40	7859	0.0066697
Cluster84	RC-Helitron	II	2	Helitron	Helitron	NA	0.47	0.47	0	0.94	0.664680374315355	0.47	2	nigoni	426.5	2	853	0.000723916
Cluster852	Unknown	NA	NA	NA	NA	NA	18.0053125	18.72	4.33	32.33	8.24523791568747	14.595	32	nigoni	67.8125	32	2170	0.00184161
Cluster853	DNA	II	NA	NA	NA	NA	16.9281111111111	17.19	2.61	30.96	5.60571810642851	7.5975	450	nigoni	164.697	366	53655	0.0455354
Cluster855	Unknown	NA	NA	NA	NA	NA	28.3545871559633	28.585	9.52	42.51	5.1490891562987	6.48249999999999	436	nigoni	115.963	355	40001	0.0339477
Cluster856	DNA	II	NA	NA	NA	NA	22.428196773173	23.28	3.45	39.83	6.14008640420813	8.24	3161	nigoni	135.468	1974	186984	0.158688
Cluster857	Unknown	NA	NA	NA	NA	NA	16.4364912280702	17.29	0	31.18	8.30070962784595	15.22	57	nigoni	146.217	46	6673	0.00566318
Cluster858	LTR-Gypsy	I	NA	LTR	Gypsy	NA	19.6861904761905	22.51	0	32.31	8.17834486689726	6.75	21	nigoni	493.214	14	6874	0.00583376
Cluster859	DNA-hAT	II	1	TIR	hAT	NA	32.0647046413502	32.99	0	65.95	8.14888009151674	8.1	1422	nigoni	262.696	969	186159	0.157988
Cluster85	RC-Helitron	II	2	Helitron	Helitron	NA	2.16	0.59	0.5	5.39	2.50227096854038	3.6675	6	nigoni	777	3	2328	0.0019757
Cluster860	LTR-Gypsy	I	NA	LTR	Gypsy	NA	17.4536363636364	20.93	0	26.02	6.78951142973818	5.755	11	nigoni	573.545	11	6246	0.00530079
Cluster861	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	24.2129885057471	26.175	0	40.72	8.68555030385479	11.02	174	nigoni	154.619	134	18748	0.0159109
Cluster863	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	8.395	8.395	0	16.79	11.8723228561221	8.395	2	nigoni	236.5	2	473	0.000401421
Cluster865	LINE-CR1	I	NA	LINE	Jockey	CR1	15.17	15.17	15.17	15.17	NA	0	1	nigoni	114	1	114	9.67484e-05
Cluster869	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	15.7825	15.575	12.57	19.41	2.89433210487901	3.0375	4	nigoni	124	3	372	0.000315705
Cluster86	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	12.338	5.695	0	38.75	15.2206605200519	16.8125	10	nigoni	583.125	8	4660	0.0039548
Cluster870	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	40.58	40.58	40.58	40.58	NA	0	1	nigoni	206	1	206	0.000174826
Cluster873	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	nigoni	184	1	182	0.000154458
Cluster874	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	nigoni	331	1	331	0.00028091
Cluster875	RC-Helitron	II	2	Helitron	Helitron	NA	9.612	7.58	2.85	18.85	6.55609792483303	8.56	5	nigoni	311.2	5	1556	0.00132053
Cluster876	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0.153333333333333	0.13	0.11	0.22	0.0585946527708232	0.055	3	nigoni	2270	3	6810	0.00577944
Cluster879	DNA-TcMar-Fot1	II	1	TIR	Tc1-Mariner	Fot1	8.045	8.045	0	16.09	11.3773481092915	8.045	2	nigoni	863.5	2	1727	0.00146565
Cluster87	LTR-Gypsy	I	NA	LTR	Gypsy	NA	3.755	3.625	2.79	4.66	0.648960707593303	0.57	6	nigoni	1726.1	10	17261	0.0146489
Cluster881	Simple_repeat	Simple_repeat	NA	NA	NA	NA	25.6	26.76	22.27	27.58	2.2723996127442	2.475	7	nigoni	115.833	6	695	0.000589826
Cluster884	RC-Helitron	II	2	Helitron	Helitron	NA	6.555	6.555	2.03	11.08	6.39931636973825	4.525	2	nigoni	103	2	203	0.00017228
Cluster886	LINE-I-Jockey	I	NA	LINE	I	NA	0	0	0	0	NA	0	1	nigoni	388	1	388	0.000329284
Cluster888	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	nigoni	378	1	378	0.000320797
Cluster889	LINE-CR1	I	NA	LINE	Jockey	CR1	15.4925	18.17	4.06	21.57	7.78836899913369	4.3775	4	nigoni	255	3	764	0.000648384
Cluster891	LINE-CR1	I	NA	LINE	Jockey	CR1	23.87	23.87	0	47.74	27.5627018511127	47.74	4	nigoni	1052.67	3	3157	0.00267925
Cluster892	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	13.1133333333333	8.81	7.78	22.75	8.36147315569053	7.485	3	nigoni	463.667	3	1391	0.0011805
Cluster894	Simple_repeat	Simple_repeat	NA	NA	NA	NA	28.68	28.68	28.68	28.68	NA	0	1	nigoni	67	1	67	5.68609e-05
Cluster896	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	19.100652173913	23.025	0.73	36.63	15.2468661118239	31.4075	46	nigoni	289.207	29	7943	0.00674099
Cluster898	DNA-Sola	II	1	TIR	Sola	NA	14.9033333333333	13.92	12.63	20.74	3.15270518761269	2.74	9	nigoni	60.3333	6	292	0.000247812
Cluster899	DNA-CMC-Mirage	II	1	TIR	CACTA	Mirage	14.9507142857143	14.42	7.11	22.01	4.36098341817833	5.53	14	nigoni	1007	14	14098	0.0119646
Cluster89	LTR-Gypsy	I	NA	LTR	Gypsy	NA	20.195	20.195	19.81	20.58	0.544472221513641	0.385000000000002	2	nigoni	168.5	2	325	0.000275818
Cluster8	RC-Helitron	II	2	Helitron	Helitron	NA	15.3068372093023	13.27	3.02	42.41	6.74763315123167	7.175	430	nigoni	356.1	309	104670	0.0888303
Cluster900	RC-Helitron	II	2	Helitron	Helitron	NA	13.83	14.725	8.03	17.84	4.22991725687395	4.08	4	nigoni	46.75	4	152	0.000128998
Cluster901	DNA-Maverick	II	2	Maverick	Maverick	NA	13.06	9.01	2.31	36.13	9.2567280691103	13.3275	56	nigoni	288.921	38	10691	0.00907313
Cluster902	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	25.876	28.38	2.38	45.57	12.9222632762925	23.48	45	nigoni	203.194	36	7064	0.00599501
Cluster903	LTR-Gypsy	I	NA	LTR	Gypsy	NA	35.304	39.28	18.7	39.63	9.28356774090651	0.350000000000001	5	nigoni	233.667	3	669	0.00056776
Cluster904	Simple_repeat	Simple_repeat	NA	NA	NA	NA	12.8985723641126	11.36	0	37.2	6.16572236632976	7.535	1527	nigoni	439.896	617	261471	0.221903
Cluster905	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	22.8640689655172	23.69	4.48	39.13	8.09698559277804	10.35	145	nigoni	353.882	102	34454	0.0292401
Cluster906	Simple_repeat	Simple_repeat	NA	NA	NA	NA	30.4667256637168	30.83	0	66.74	7.36856036513177	9.375	4407	nigoni	191.541	2860	411607	0.349319
Cluster907	DNA-hAT	II	1	TIR	hAT	NA	12.0560714285714	11.71	1.99	21.18	5.76824919793899	8.425	28	nigoni	77.3333	21	1489	0.00126367
Cluster908	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	21.3815384615385	20.815	3.54	39.09	6.22967472884351	7.3875	130	nigoni	513.403	119	60711	0.0515236
Cluster909	DNA-hAT	II	1	TIR	hAT	NA	33.7958961038961	34.13	8.91	46.76	5.36732419848825	5.44	385	nigoni	232.242	207	33990	0.0288463
Cluster90	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.18	19.18	19.18	19.18	NA	0	1	nigoni	357	1	357	0.000302975
Cluster910	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	15.081	15.26	8.89	18.85	2.35584580855459	1.995	20	nigoni	311.882	17	5294	0.00449286
Cluster911	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	18.5565957446809	16.67	2.92	38.52	7.86068542706089	10.3975	94	nigoni	216.973	73	15574	0.0132172
Cluster912	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	18.3962	16.995	3.76	35.17	7.40555056311529	10.165	50	nigoni	260.909	44	11321	0.00960779
Cluster913	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	13.5890909090909	14.21	0	31.16	7.48406634730807	5.375	11	nigoni	690.8	10	6850	0.00581339
Cluster914	DNA	II	NA	NA	NA	NA	15.9525396825397	16.21	4.21	26.74	6.25917673867583	11.91	63	nigoni	155.316	57	8743	0.00741992
Cluster915	RC-Helitron	II	2	Helitron	Helitron	NA	26.2187012987013	27.18	6.94	42.54	7.87419760174071	10.895	231	nigoni	143.693	166	19278	0.0163607
Cluster916	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	16.1071428571429	9.96	9.24	35.08	9.73812390262401	10.175	7	nigoni	741.429	7	5190	0.0044046
Cluster919	Unknown	NA	NA	NA	NA	NA	24.44	24.26	19.82	31.06	4.14373422571155	4.67	7	nigoni	199.5	4	637	0.000540603
Cluster921	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	21.12	21.12	19.89	22.35	1.73948268171891	1.23	2	nigoni	45.5	2	58	4.92229e-05
Cluster922	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	19.49	19.49	19.49	19.49	NA	0	1	nigoni	95	1	16	1.35787e-05
Cluster925	DNA	II	NA	NA	NA	NA	23.755	23.755	17.09	30.42	9.42573339321668	6.665	2	nigoni	91.5	2	183	0.000155307
Cluster927	Simple_repeat	Simple_repeat	NA	NA	NA	NA	30.7403461538462	32.99	1.84	62.32	10.9873436963325	14.605	260	nigoni	196.266	192	29127	0.0247192
Cluster928	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	14.4063333333333	16.3	2.78	22.91	5.89603050764889	10.8525	30	nigoni	72.2857	28	1951	0.00165576
Cluster929	DNA-hAT	II	1	TIR	hAT	NA	21.7757401490948	21.96	0	40.46	6.28043601747749	8.045	1878	nigoni	156.617	1050	151954	0.128959
Cluster930	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	19.3793213619403	19.87	0	45.19	7.99463410150081	11.4	4288	nigoni	114.287	3546	376390	0.319431
Cluster931	RC-Helitron	II	2	Helitron	Helitron	NA	12.4828223844282	11.54	2.63	36.5	5.54832532985736	5.32	411	nigoni	434.585	306	130408	0.110673
Cluster932	DNA-hAT	II	1	TIR	hAT	NA	16.0481818181818	16.095	4.21	24.83	5.85901958432556	9.295	66	nigoni	105.021	48	3872	0.00328605
Cluster934	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	13.33	9.055	2.18	28.69	10.2050575696563	17.595	16	nigoni	902.467	15	13486	0.0114452
